Month,GridCompany,GridCompanyName,NumberofChangesforSmallConsumers,NumberofChangesforLargeConsumers
2023-02-01T00:00:00,740,Cerius A/S - 740,3711,179
2023-02-01T00:00:00,757,Elektrus A/S,86,5
2023-02-01T00:00:00,791,Radius Elnet A/S,5864,251
2023-02-01T00:00:00,853,Cerius A/S - 853,66,4
2023-02-01T00:00:00,854,NKE-Elnet A/S,130,4
2023-02-01T00:00:00,860,Zeanet A/S,193,10
2023-02-01T00:00:00,911,TREFOR El-Net Øst A/S,125,0
2023-01-01T00:00:00,016,El-net Kongerslev A/S,5,0
2023-01-01T00:00:00,031,Nord Energi Net A/S,1663,170
2023-01-01T00:00:00,042,Netselskabet Elværk A/S - 042,360,51
2023-01-01T00:00:00,051,Elinord A/S,294,37
2023-01-01T00:00:00,084,Kimbrer Elnet A/S,154,7
2023-01-01T00:00:00,085,Læsø Elnet A/S,29,0
2023-01-01T00:00:00,131,N1 A/S - 131,8518,733
2023-01-01T00:00:00,141,Hammel Elforsyning Net A/S,38,1
2023-01-01T00:00:00,151,Konstant Net A/S - 151,2154,130
2023-01-01T00:00:00,152,N1 A/S - 152,964,94
2023-01-01T00:00:00,154,Elnet Midt A/S,2926,21
2023-01-01T00:00:00,233,Dinel A/S - 233,1483,105
2023-01-01T00:00:00,244,TREFOR El-Net A/S,2879,208
2023-01-01T00:00:00,245,Konstant Net A/S - 245,1772,108
2023-01-01T00:00:00,331,Netselskabet Elværk A/S - 331,556,50
2023-01-01T00:00:00,341,GEV Elnet A/S,32,4
2023-01-01T00:00:00,342,Ikast El Net A/S,74,13
2023-01-01T00:00:00,344,N1 A/S - 344,5980,597
2023-01-01T00:00:00,347,NOE Net A/S,495,34
2023-01-01T00:00:00,348,RAH Net A/S,679,150
2023-01-01T00:00:00,351,L-Net A/S,120,27
2023-01-01T00:00:00,357,Forsyning Elnet A/S,108,26
2023-01-01T00:00:00,370,Aal El-net A.m.b.a,24,0
2023-01-01T00:00:00,371,Hjerting Transformatorforening,59,2
2023-01-01T00:00:00,381,Hurup Elværk Net A/S,41,4
2023-01-01T00:00:00,384,Tarm Elværk Net A/S,16,1
2023-01-01T00:00:00,385,Videbæk Elnet A/S,12,3
2023-01-01T00:00:00,396,Sunds Net A.m.b.a,12,8
2023-01-01T00:00:00,398,N1 A/S - 398,20,13
2023-01-01T00:00:00,531,Ravdex A/S,169,2
2023-01-01T00:00:00,532,Veksel A/S,86,10
2023-01-01T00:00:00,533,FLOW Elnet A/S,498,24
2023-01-01T00:00:00,543,Vores Elnet A/S,2456,194
2023-01-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,191,14
2023-01-01T00:00:00,740,Cerius A/S - 740,11992,795
2023-01-01T00:00:00,757,Elektrus A/S,134,13
2023-01-01T00:00:00,791,Radius Elnet A/S,12528,1123
2023-01-01T00:00:00,853,Cerius A/S - 853,288,12
2023-01-01T00:00:00,854,NKE-Elnet A/S,453,31
2023-01-01T00:00:00,860,Zeanet A/S,607,46
2023-01-01T00:00:00,911,TREFOR El-Net Øst A/S,179,6
2022-12-01T00:00:00,016,El-net Kongerslev A/S,4,0
2022-12-01T00:00:00,031,Nord Energi Net A/S,992,15
2022-12-01T00:00:00,042,Netselskabet Elværk A/S - 042,92,1
2022-12-01T00:00:00,051,Elinord A/S,173,2
2022-12-01T00:00:00,084,Kimbrer Elnet A/S,35,0
2022-12-01T00:00:00,085,Læsø Elnet A/S,22,0
2022-12-01T00:00:00,131,N1 A/S - 131,4227,27
2022-12-01T00:00:00,141,Hammel Elforsyning Net A/S,43,0
2022-12-01T00:00:00,151,Konstant Net A/S - 151,1374,6
2022-12-01T00:00:00,152,N1 A/S - 152,433,3
2022-12-01T00:00:00,154,Elnet Midt A/S,173,5
2022-12-01T00:00:00,233,Dinel A/S - 233,950,5
2022-12-01T00:00:00,244,TREFOR El-Net A/S,1502,11
2022-12-01T00:00:00,245,Konstant Net A/S - 245,592,1
2022-12-01T00:00:00,331,Netselskabet Elværk A/S - 331,153,2
2022-12-01T00:00:00,341,GEV Elnet A/S,23,0
2022-12-01T00:00:00,342,Ikast El Net A/S,49,0
2022-12-01T00:00:00,344,N1 A/S - 344,3282,39
2022-12-01T00:00:00,347,NOE Net A/S,159,1
2022-12-01T00:00:00,348,RAH Net A/S,359,5
2022-12-01T00:00:00,351,L-Net A/S,99,0
2022-12-01T00:00:00,357,Forsyning Elnet A/S,31,1
2022-12-01T00:00:00,370,Aal El-net A.m.b.a,21,0
2022-12-01T00:00:00,371,Hjerting Transformatorforening,28,0
2022-12-01T00:00:00,384,Tarm Elværk Net A/S,12,1
2022-12-01T00:00:00,385,Videbæk Elnet A/S,16,0
2022-12-01T00:00:00,396,Sunds Net A.m.b.a,9,0
2022-12-01T00:00:00,398,N1 A/S - 398,12,0
2022-12-01T00:00:00,531,Ravdex A/S,104,0
2022-12-01T00:00:00,532,Veksel A/S,80,0
2022-12-01T00:00:00,533,FLOW Elnet A/S,391,1
2022-12-01T00:00:00,543,Vores Elnet A/S,1629,11
2022-12-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,77,0
2022-12-01T00:00:00,740,Cerius A/S - 740,3751,137
2022-12-01T00:00:00,757,Elektrus A/S,126,0
2022-12-01T00:00:00,791,Radius Elnet A/S,7133,202
2022-12-01T00:00:00,853,Cerius A/S - 853,64,0
2022-12-01T00:00:00,854,NKE-Elnet A/S,147,1
2022-12-01T00:00:00,860,Zeanet A/S,224,3
2022-12-01T00:00:00,911,TREFOR El-Net Øst A/S,159,3
2022-11-01T00:00:00,016,El-net Kongerslev A/S,12,0
2022-11-01T00:00:00,031,Nord Energi Net A/S,1236,8
2022-11-01T00:00:00,042,Netselskabet Elværk A/S - 042,104,1
2022-11-01T00:00:00,051,Elinord A/S,228,4
2022-11-01T00:00:00,084,Kimbrer Elnet A/S,41,0
2022-11-01T00:00:00,085,Læsø Elnet A/S,33,0
2022-11-01T00:00:00,131,N1 A/S - 131,4978,15
2022-11-01T00:00:00,141,Hammel Elforsyning Net A/S,40,0
2022-11-01T00:00:00,151,Konstant Net A/S - 151,1605,6
2022-11-01T00:00:00,152,N1 A/S - 152,486,4
2022-11-01T00:00:00,154,Elnet Midt A/S,214,0
2022-11-01T00:00:00,233,Dinel A/S - 233,1242,6
2022-11-01T00:00:00,244,TREFOR El-Net A/S,1548,6
2022-11-01T00:00:00,245,Konstant Net A/S - 245,721,1
2022-11-01T00:00:00,331,Netselskabet Elværk A/S - 331,198,0
2022-11-01T00:00:00,341,GEV Elnet A/S,34,0
2022-11-01T00:00:00,342,Ikast El Net A/S,65,0
2022-11-01T00:00:00,344,N1 A/S - 344,3564,13
2022-11-01T00:00:00,347,NOE Net A/S,209,0
2022-11-01T00:00:00,348,RAH Net A/S,459,0
2022-11-01T00:00:00,351,L-Net A/S,123,0
2022-11-01T00:00:00,357,Forsyning Elnet A/S,40,0
2022-11-01T00:00:00,370,Aal El-net A.m.b.a,24,0
2022-11-01T00:00:00,371,Hjerting Transformatorforening,28,0
2022-11-01T00:00:00,381,Hurup Elværk Net A/S,6,0
2022-11-01T00:00:00,384,Tarm Elværk Net A/S,12,0
2022-11-01T00:00:00,385,Videbæk Elnet A/S,20,0
2022-11-01T00:00:00,396,Sunds Net A.m.b.a,25,0
2022-11-01T00:00:00,398,N1 A/S - 398,13,0
2022-11-01T00:00:00,531,Ravdex A/S,157,0
2022-11-01T00:00:00,532,Veksel A/S,78,2
2022-11-01T00:00:00,533,FLOW Elnet A/S,350,1
2022-11-01T00:00:00,543,Vores Elnet A/S,1859,16
2022-11-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,112,0
2022-11-01T00:00:00,740,Cerius A/S - 740,4457,109
2022-11-01T00:00:00,757,Elektrus A/S,167,0
2022-11-01T00:00:00,791,Radius Elnet A/S,8378,197
2022-11-01T00:00:00,853,Cerius A/S - 853,66,0
2022-11-01T00:00:00,854,NKE-Elnet A/S,161,1
2022-11-01T00:00:00,860,Zeanet A/S,230,3
2022-11-01T00:00:00,911,TREFOR El-Net Øst A/S,129,0
2022-10-01T00:00:00,016,El-net Kongerslev A/S,12,0
2022-10-01T00:00:00,031,Nord Energi Net A/S,962,14
2022-10-01T00:00:00,042,Netselskabet Elværk A/S - 042,92,0
2022-10-01T00:00:00,051,Elinord A/S,180,2
2022-10-01T00:00:00,084,Kimbrer Elnet A/S,36,0
2022-10-01T00:00:00,085,Læsø Elnet A/S,27,0
2022-10-01T00:00:00,131,N1 A/S - 131,4175,24
2022-10-01T00:00:00,141,Hammel Elforsyning Net A/S,39,0
2022-10-01T00:00:00,151,Konstant Net A/S - 151,1316,4
2022-10-01T00:00:00,152,N1 A/S - 152,397,10
2022-10-01T00:00:00,154,Elnet Midt A/S,147,9
2022-10-01T00:00:00,233,Dinel A/S - 233,971,5
2022-10-01T00:00:00,244,TREFOR El-Net A/S,1160,8
2022-10-01T00:00:00,245,Konstant Net A/S - 245,610,0
2022-10-01T00:00:00,331,Netselskabet Elværk A/S - 331,184,4
2022-10-01T00:00:00,341,GEV Elnet A/S,39,1
2022-10-01T00:00:00,342,Ikast El Net A/S,68,0
2022-10-01T00:00:00,344,N1 A/S - 344,2968,25
2022-10-01T00:00:00,347,NOE Net A/S,185,2
2022-10-01T00:00:00,348,RAH Net A/S,379,1
2022-10-01T00:00:00,351,L-Net A/S,115,0
2022-10-01T00:00:00,357,Forsyning Elnet A/S,34,0
2022-10-01T00:00:00,370,Aal El-net A.m.b.a,16,0
2022-10-01T00:00:00,371,Hjerting Transformatorforening,37,0
2022-10-01T00:00:00,381,Hurup Elværk Net A/S,4,0
2022-10-01T00:00:00,384,Tarm Elværk Net A/S,16,0
2022-10-01T00:00:00,385,Videbæk Elnet A/S,17,0
2022-10-01T00:00:00,396,Sunds Net A.m.b.a,15,0
2022-10-01T00:00:00,398,N1 A/S - 398,14,0
2022-10-01T00:00:00,531,Ravdex A/S,156,0
2022-10-01T00:00:00,532,Veksel A/S,81,0
2022-10-01T00:00:00,533,FLOW Elnet A/S,259,2
2022-10-01T00:00:00,543,Vores Elnet A/S,1542,9
2022-10-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,51,7
2022-10-01T00:00:00,740,Cerius A/S - 740,4087,86
2022-10-01T00:00:00,757,Elektrus A/S,123,1
2022-10-01T00:00:00,791,Radius Elnet A/S,7398,193
2022-10-01T00:00:00,853,Cerius A/S - 853,60,0
2022-10-01T00:00:00,854,NKE-Elnet A/S,143,0
2022-10-01T00:00:00,860,Zeanet A/S,558,30
2022-10-01T00:00:00,911,TREFOR El-Net Øst A/S,120,1
2022-09-01T00:00:00,016,El-net Kongerslev A/S,10,0
2022-09-01T00:00:00,031,Nord Energi Net A/S,678,7
2022-09-01T00:00:00,042,Netselskabet Elværk A/S - 042,82,4
2022-09-01T00:00:00,051,Elinord A/S,113,1
2022-09-01T00:00:00,084,Kimbrer Elnet A/S,29,0
2022-09-01T00:00:00,085,Læsø Elnet A/S,25,0
2022-09-01T00:00:00,131,N1 A/S - 131,2862,22
2022-09-01T00:00:00,141,Hammel Elforsyning Net A/S,26,0
2022-09-01T00:00:00,151,Konstant Net A/S - 151,1011,4
2022-09-01T00:00:00,152,N1 A/S - 152,267,0
2022-09-01T00:00:00,154,Elnet Midt A/S,109,2
2022-09-01T00:00:00,233,Dinel A/S - 233,792,6
2022-09-01T00:00:00,244,TREFOR El-Net A/S,825,16
2022-09-01T00:00:00,245,Konstant Net A/S - 245,443,1
2022-09-01T00:00:00,331,Netselskabet Elværk A/S - 331,129,5
2022-09-01T00:00:00,341,GEV Elnet A/S,45,1
2022-09-01T00:00:00,342,Ikast El Net A/S,80,0
2022-09-01T00:00:00,344,N1 A/S - 344,2107,32
2022-09-01T00:00:00,347,NOE Net A/S,115,0
2022-09-01T00:00:00,348,RAH Net A/S,351,11
2022-09-01T00:00:00,351,L-Net A/S,90,0
2022-09-01T00:00:00,357,Forsyning Elnet A/S,23,1
2022-09-01T00:00:00,370,Aal El-net A.m.b.a,12,0
2022-09-01T00:00:00,371,Hjerting Transformatorforening,15,0
2022-09-01T00:00:00,381,Hurup Elværk Net A/S,5,1
2022-09-01T00:00:00,384,Tarm Elværk Net A/S,18,0
2022-09-01T00:00:00,385,Videbæk Elnet A/S,10,0
2022-09-01T00:00:00,396,Sunds Net A.m.b.a,13,0
2022-09-01T00:00:00,398,N1 A/S - 398,9,0
2022-09-01T00:00:00,531,Ravdex A/S,115,0
2022-09-01T00:00:00,532,Veksel A/S,49,0
2022-09-01T00:00:00,533,FLOW Elnet A/S,182,1
2022-09-01T00:00:00,543,Vores Elnet A/S,971,13
2022-09-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,36,0
2022-09-01T00:00:00,740,Cerius A/S - 740,2476,56
2022-09-01T00:00:00,757,Elektrus A/S,82,2
2022-09-01T00:00:00,791,Radius Elnet A/S,5564,147
2022-09-01T00:00:00,853,Cerius A/S - 853,45,1
2022-09-01T00:00:00,854,NKE-Elnet A/S,88,0
2022-09-01T00:00:00,860,Zeanet A/S,161,3
2022-09-01T00:00:00,911,TREFOR El-Net Øst A/S,99,0
2022-08-01T00:00:00,016,El-net Kongerslev A/S,1,0
2022-08-01T00:00:00,031,Nord Energi Net A/S,495,7
2022-08-01T00:00:00,042,Netselskabet Elværk A/S - 042,53,1
2022-08-01T00:00:00,051,Elinord A/S,102,0
2022-08-01T00:00:00,084,Kimbrer Elnet A/S,22,0
2022-08-01T00:00:00,085,Læsø Elnet A/S,22,0
2022-08-01T00:00:00,131,N1 A/S - 131,2438,37
2022-08-01T00:00:00,141,Hammel Elforsyning Net A/S,26,0
2022-08-01T00:00:00,151,Konstant Net A/S - 151,803,4
2022-08-01T00:00:00,152,N1 A/S - 152,258,0
2022-08-01T00:00:00,154,Elnet Midt A/S,81,0
2022-08-01T00:00:00,233,Dinel A/S - 233,638,3
2022-08-01T00:00:00,244,TREFOR El-Net A/S,658,3
2022-08-01T00:00:00,245,Konstant Net A/S - 245,348,3
2022-08-01T00:00:00,331,Netselskabet Elværk A/S - 331,103,4
2022-08-01T00:00:00,341,GEV Elnet A/S,28,0
2022-08-01T00:00:00,342,Ikast El Net A/S,40,0
2022-08-01T00:00:00,344,N1 A/S - 344,1654,21
2022-08-01T00:00:00,347,NOE Net A/S,109,7
2022-08-01T00:00:00,348,RAH Net A/S,256,2
2022-08-01T00:00:00,351,L-Net A/S,53,0
2022-08-01T00:00:00,357,Forsyning Elnet A/S,18,1
2022-08-01T00:00:00,370,Aal El-net A.m.b.a,11,0
2022-08-01T00:00:00,371,Hjerting Transformatorforening,4,0
2022-08-01T00:00:00,381,Hurup Elværk Net A/S,3,0
2022-08-01T00:00:00,384,Tarm Elværk Net A/S,15,0
2022-08-01T00:00:00,385,Videbæk Elnet A/S,10,0
2022-08-01T00:00:00,396,Sunds Net A.m.b.a,23,1
2022-08-01T00:00:00,398,N1 A/S - 398,9,1
2022-08-01T00:00:00,531,Ravdex A/S,102,0
2022-08-01T00:00:00,532,Veksel A/S,31,0
2022-08-01T00:00:00,533,FLOW Elnet A/S,150,0
2022-08-01T00:00:00,543,Vores Elnet A/S,829,15
2022-08-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,35,0
2022-08-01T00:00:00,740,Cerius A/S - 740,2150,171
2022-08-01T00:00:00,757,Elektrus A/S,74,0
2022-08-01T00:00:00,791,Radius Elnet A/S,4644,129
2022-08-01T00:00:00,853,Cerius A/S - 853,43,0
2022-08-01T00:00:00,854,NKE-Elnet A/S,67,0
2022-08-01T00:00:00,860,Zeanet A/S,127,0
2022-08-01T00:00:00,911,TREFOR El-Net Øst A/S,54,1
2022-07-01T00:00:00,016,El-net Kongerslev A/S,5,0
2022-07-01T00:00:00,031,Nord Energi Net A/S,490,5
2022-07-01T00:00:00,042,Netselskabet Elværk A/S - 042,62,2
2022-07-01T00:00:00,051,Elinord A/S,92,0
2022-07-01T00:00:00,084,Kimbrer Elnet A/S,14,0
2022-07-01T00:00:00,085,Læsø Elnet A/S,13,0
2022-07-01T00:00:00,131,N1 A/S - 131,2368,20
2022-07-01T00:00:00,141,Hammel Elforsyning Net A/S,23,0
2022-07-01T00:00:00,151,Konstant Net A/S - 151,839,8
2022-07-01T00:00:00,152,N1 A/S - 152,231,4
2022-07-01T00:00:00,154,Elnet Midt A/S,75,0
2022-07-01T00:00:00,233,Dinel A/S - 233,747,1
2022-07-01T00:00:00,244,TREFOR El-Net A/S,709,17
2022-07-01T00:00:00,245,Konstant Net A/S - 245,314,4
2022-07-01T00:00:00,331,Netselskabet Elværk A/S - 331,119,4
2022-07-01T00:00:00,341,GEV Elnet A/S,28,0
2022-07-01T00:00:00,342,Ikast El Net A/S,49,1
2022-07-01T00:00:00,344,N1 A/S - 344,1720,21
2022-07-01T00:00:00,347,NOE Net A/S,96,1
2022-07-01T00:00:00,348,RAH Net A/S,236,2
2022-07-01T00:00:00,351,L-Net A/S,61,0
2022-07-01T00:00:00,357,Forsyning Elnet A/S,15,3
2022-07-01T00:00:00,370,Aal El-net A.m.b.a,19,0
2022-07-01T00:00:00,371,Hjerting Transformatorforening,10,0
2022-07-01T00:00:00,381,Hurup Elværk Net A/S,8,0
2022-07-01T00:00:00,384,Tarm Elværk Net A/S,13,0
2022-07-01T00:00:00,385,Videbæk Elnet A/S,5,0
2022-07-01T00:00:00,396,Sunds Net A.m.b.a,9,0
2022-07-01T00:00:00,398,N1 A/S - 398,8,0
2022-07-01T00:00:00,531,Ravdex A/S,88,0
2022-07-01T00:00:00,532,Veksel A/S,38,0
2022-07-01T00:00:00,533,FLOW Elnet A/S,159,1
2022-07-01T00:00:00,543,Vores Elnet A/S,1133,8
2022-07-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,62,1
2022-07-01T00:00:00,740,Cerius A/S - 740,2232,71
2022-07-01T00:00:00,757,Elektrus A/S,124,0
2022-07-01T00:00:00,791,Radius Elnet A/S,4763,123
2022-07-01T00:00:00,853,Cerius A/S - 853,41,0
2022-07-01T00:00:00,854,NKE-Elnet A/S,88,0
2022-07-01T00:00:00,860,Zeanet A/S,122,3
2022-07-01T00:00:00,911,TREFOR El-Net Øst A/S,72,1
2022-06-01T00:00:00,016,El-net Kongerslev A/S,9,0
2022-06-01T00:00:00,031,Nord Energi Net A/S,630,5
2022-06-01T00:00:00,042,Netselskabet Elværk A/S - 042,63,1
2022-06-01T00:00:00,051,Elinord A/S,111,1
2022-06-01T00:00:00,084,Kimbrer Elnet A/S,26,0
2022-06-01T00:00:00,085,Læsø Elnet A/S,10,0
2022-06-01T00:00:00,131,N1 A/S - 131,2645,18
2022-06-01T00:00:00,141,Hammel Elforsyning Net A/S,31,0
2022-06-01T00:00:00,151,Konstant Net A/S - 151,882,3
2022-06-01T00:00:00,152,N1 A/S - 152,227,3
2022-06-01T00:00:00,154,Elnet Midt A/S,109,1
2022-06-01T00:00:00,233,Dinel A/S - 233,774,4
2022-06-01T00:00:00,244,TREFOR El-Net A/S,831,8
2022-06-01T00:00:00,245,Konstant Net A/S - 245,389,4
2022-06-01T00:00:00,331,Netselskabet Elværk A/S - 331,140,1
2022-06-01T00:00:00,341,GEV Elnet A/S,19,0
2022-06-01T00:00:00,342,Ikast El Net A/S,43,0
2022-06-01T00:00:00,344,N1 A/S - 344,1894,10
2022-06-01T00:00:00,347,NOE Net A/S,106,0
2022-06-01T00:00:00,348,RAH Net A/S,266,1
2022-06-01T00:00:00,351,L-Net A/S,72,0
2022-06-01T00:00:00,357,Forsyning Elnet A/S,20,0
2022-06-01T00:00:00,370,Aal El-net A.m.b.a,9,0
2022-06-01T00:00:00,371,Hjerting Transformatorforening,14,1
2022-06-01T00:00:00,381,Hurup Elværk Net A/S,7,0
2022-06-01T00:00:00,384,Tarm Elværk Net A/S,10,0
2022-06-01T00:00:00,385,Videbæk Elnet A/S,10,0
2022-06-01T00:00:00,396,Sunds Net A.m.b.a,9,0
2022-06-01T00:00:00,398,N1 A/S - 398,12,0
2022-06-01T00:00:00,531,Ravdex A/S,70,0
2022-06-01T00:00:00,532,Veksel A/S,39,0
2022-06-01T00:00:00,533,FLOW Elnet A/S,139,1
2022-06-01T00:00:00,543,Vores Elnet A/S,1357,10
2022-06-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,49,0
2022-06-01T00:00:00,740,Cerius A/S - 740,2459,56
2022-06-01T00:00:00,757,Elektrus A/S,95,0
2022-06-01T00:00:00,791,Radius Elnet A/S,5105,113
2022-06-01T00:00:00,853,Cerius A/S - 853,43,0
2022-06-01T00:00:00,854,NKE-Elnet A/S,64,1
2022-06-01T00:00:00,860,Zeanet A/S,123,1
2022-06-01T00:00:00,911,TREFOR El-Net Øst A/S,98,1
2022-05-01T00:00:00,016,El-net Kongerslev A/S,5,0
2022-05-01T00:00:00,031,Nord Energi Net A/S,644,8
2022-05-01T00:00:00,042,Netselskabet Elværk A/S - 042,73,3
2022-05-01T00:00:00,051,Elinord A/S,132,3
2022-05-01T00:00:00,084,Kimbrer Elnet A/S,19,0
2022-05-01T00:00:00,085,Læsø Elnet A/S,14,0
2022-05-01T00:00:00,131,N1 A/S - 131,2831,20
2022-05-01T00:00:00,141,Hammel Elforsyning Net A/S,33,0
2022-05-01T00:00:00,151,Konstant Net A/S - 151,904,4
2022-05-01T00:00:00,152,N1 A/S - 152,229,1
2022-05-01T00:00:00,154,Elnet Midt A/S,117,2
2022-05-01T00:00:00,233,Dinel A/S - 233,723,2
2022-05-01T00:00:00,244,TREFOR El-Net A/S,1014,8
2022-05-01T00:00:00,245,Konstant Net A/S - 245,430,2
2022-05-01T00:00:00,331,Netselskabet Elværk A/S - 331,167,3
2022-05-01T00:00:00,341,GEV Elnet A/S,28,0
2022-05-01T00:00:00,342,Ikast El Net A/S,43,0
2022-05-01T00:00:00,344,N1 A/S - 344,1826,11
2022-05-01T00:00:00,347,NOE Net A/S,129,0
2022-05-01T00:00:00,348,RAH Net A/S,293,0
2022-05-01T00:00:00,351,L-Net A/S,79,0
2022-05-01T00:00:00,357,Forsyning Elnet A/S,22,0
2022-05-01T00:00:00,370,Aal El-net A.m.b.a,14,0
2022-05-01T00:00:00,371,Hjerting Transformatorforening,11,0
2022-05-01T00:00:00,381,Hurup Elværk Net A/S,2,0
2022-05-01T00:00:00,384,Tarm Elværk Net A/S,12,0
2022-05-01T00:00:00,385,Videbæk Elnet A/S,16,0
2022-05-01T00:00:00,396,Sunds Net A.m.b.a,10,0
2022-05-01T00:00:00,398,N1 A/S - 398,10,0
2022-05-01T00:00:00,531,Ravdex A/S,103,0
2022-05-01T00:00:00,532,Veksel A/S,43,0
2022-05-01T00:00:00,533,FLOW Elnet A/S,184,1
2022-05-01T00:00:00,543,Vores Elnet A/S,1190,8
2022-05-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,40,1
2022-05-01T00:00:00,740,Cerius A/S - 740,2354,49
2022-05-01T00:00:00,757,Elektrus A/S,94,0
2022-05-01T00:00:00,791,Radius Elnet A/S,5402,135
2022-05-01T00:00:00,853,Cerius A/S - 853,27,0
2022-05-01T00:00:00,854,NKE-Elnet A/S,75,0
2022-05-01T00:00:00,860,Zeanet A/S,106,3
2022-05-01T00:00:00,911,TREFOR El-Net Øst A/S,79,0
2022-04-01T00:00:00,016,El-net Kongerslev A/S,7,0
2022-04-01T00:00:00,031,Nord Energi Net A/S,701,5
2022-04-01T00:00:00,042,Netselskabet Elværk A/S - 042,67,0
2022-04-01T00:00:00,051,Elinord A/S,109,3
2022-04-01T00:00:00,084,Kimbrer Elnet A/S,22,0
2022-04-01T00:00:00,085,Læsø Elnet A/S,18,0
2022-04-01T00:00:00,131,N1 A/S - 131,3231,28
2022-04-01T00:00:00,141,Hammel Elforsyning Net A/S,21,3
2022-04-01T00:00:00,151,Konstant Net A/S - 151,1042,3
2022-04-01T00:00:00,152,N1 A/S - 152,220,3
2022-04-01T00:00:00,154,Elnet Midt A/S,99,0
2022-04-01T00:00:00,233,Dinel A/S - 233,744,2
2022-04-01T00:00:00,244,TREFOR El-Net A/S,978,9
2022-04-01T00:00:00,245,Konstant Net A/S - 245,451,5
2022-04-01T00:00:00,331,Netselskabet Elværk A/S - 331,125,2
2022-04-01T00:00:00,341,GEV Elnet A/S,27,0
2022-04-01T00:00:00,342,Ikast El Net A/S,44,0
2022-04-01T00:00:00,344,N1 A/S - 344,2100,19
2022-04-01T00:00:00,347,NOE Net A/S,133,0
2022-04-01T00:00:00,348,RAH Net A/S,311,2
2022-04-01T00:00:00,351,L-Net A/S,88,0
2022-04-01T00:00:00,357,Forsyning Elnet A/S,29,0
2022-04-01T00:00:00,370,Aal El-net A.m.b.a,19,0
2022-04-01T00:00:00,371,Hjerting Transformatorforening,22,0
2022-04-01T00:00:00,381,Hurup Elværk Net A/S,4,0
2022-04-01T00:00:00,384,Tarm Elværk Net A/S,13,0
2022-04-01T00:00:00,385,Videbæk Elnet A/S,10,0
2022-04-01T00:00:00,396,Sunds Net A.m.b.a,21,0
2022-04-01T00:00:00,398,N1 A/S - 398,7,0
2022-04-01T00:00:00,531,Ravdex A/S,104,0
2022-04-01T00:00:00,532,Veksel A/S,47,0
2022-04-01T00:00:00,533,FLOW Elnet A/S,256,3
2022-04-01T00:00:00,543,Vores Elnet A/S,1137,11
2022-04-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,42,0
2022-04-01T00:00:00,740,Cerius A/S - 740,2332,66
2022-04-01T00:00:00,757,Elektrus A/S,104,2
2022-04-01T00:00:00,791,Radius Elnet A/S,6004,159
2022-04-01T00:00:00,853,Cerius A/S - 853,39,0
2022-04-01T00:00:00,854,NKE-Elnet A/S,74,1
2022-04-01T00:00:00,860,Zeanet A/S,114,3
2022-04-01T00:00:00,911,TREFOR El-Net Øst A/S,116,1
2022-03-01T00:00:00,016,El-net Kongerslev A/S,19,0
2022-03-01T00:00:00,031,Nord Energi Net A/S,1697,14
2022-03-01T00:00:00,042,Netselskabet Elværk A/S - 042,169,0
2022-03-01T00:00:00,051,Elinord A/S,189,2
2022-03-01T00:00:00,084,Kimbrer Elnet A/S,45,0
2022-03-01T00:00:00,085,Læsø Elnet A/S,21,0
2022-03-01T00:00:00,131,N1 A/S - 131,6515,30
2022-03-01T00:00:00,141,Hammel Elforsyning Net A/S,58,0
2022-03-01T00:00:00,151,Konstant Net A/S - 151,1958,3
2022-03-01T00:00:00,152,N1 A/S - 152,424,0
2022-03-01T00:00:00,154,Elnet Midt A/S,194,1
2022-03-01T00:00:00,233,Dinel A/S - 233,1407,7
2022-03-01T00:00:00,244,TREFOR El-Net A/S,1598,7
2022-03-01T00:00:00,245,Konstant Net A/S - 245,803,5
2022-03-01T00:00:00,331,Netselskabet Elværk A/S - 331,333,9
2022-03-01T00:00:00,341,GEV Elnet A/S,70,1
2022-03-01T00:00:00,342,Ikast El Net A/S,103,0
2022-03-01T00:00:00,344,N1 A/S - 344,4533,18
2022-03-01T00:00:00,347,NOE Net A/S,275,0
2022-03-01T00:00:00,348,RAH Net A/S,724,5
2022-03-01T00:00:00,351,L-Net A/S,177,1
2022-03-01T00:00:00,357,Forsyning Elnet A/S,49,2
2022-03-01T00:00:00,370,Aal El-net A.m.b.a,26,0
2022-03-01T00:00:00,371,Hjerting Transformatorforening,36,0
2022-03-01T00:00:00,381,Hurup Elværk Net A/S,10,0
2022-03-01T00:00:00,384,Tarm Elværk Net A/S,22,2
2022-03-01T00:00:00,385,Videbæk Elnet A/S,21,0
2022-03-01T00:00:00,396,Sunds Net A.m.b.a,21,0
2022-03-01T00:00:00,398,N1 A/S - 398,28,0
2022-03-01T00:00:00,531,Ravdex A/S,154,0
2022-03-01T00:00:00,532,Veksel A/S,76,1
