HourUTC,HourDK,GridCompany,ResidualConsumption,FlexSettledConsumption,HourlySettledConsumption
2023-12-28T03:00:00,2023-12-28T04:00:00,370,,908.408,409.002
2023-12-28T03:00:00,2023-12-28T04:00:00,371,,1003.015,222.77
2023-12-28T03:00:00,2023-12-28T04:00:00,381,,542.94,1118.33
2023-12-28T03:00:00,2023-12-28T04:00:00,384,,764.48,2102.93
2023-12-28T03:00:00,2023-12-28T04:00:00,385,,1003.24,13336.76
2023-12-28T03:00:00,2023-12-28T04:00:00,396,,1003.08,414.34
2023-12-28T03:00:00,2023-12-28T04:00:00,398,,1019.663,1353.116
2023-12-28T03:00:00,2023-12-28T04:00:00,531,,7623.508,12885.05
2023-12-28T03:00:00,2023-12-28T04:00:00,532,,6797.32,9891.84
2023-12-28T03:00:00,2023-12-28T04:00:00,533,,14960.722,25183.245
2023-12-28T03:00:00,2023-12-28T04:00:00,543,,85380.928,303055.401
2023-12-28T03:00:00,2023-12-28T04:00:00,584,,3059.81,4803.85
2023-12-28T03:00:00,2023-12-28T04:00:00,740,,237295.121,189501.429
2023-12-28T03:00:00,2023-12-28T04:00:00,757,,6370.56,2779.99
2023-12-28T03:00:00,2023-12-28T04:00:00,791,,428966.914,494777.97
2023-12-28T03:00:00,2023-12-28T04:00:00,853,,3017.212,11626.797
2023-12-28T03:00:00,2023-12-28T04:00:00,854,,5550.916,3669.276
2023-12-28T03:00:00,2023-12-28T04:00:00,860,,7674.055,6766.209
2023-12-28T03:00:00,2023-12-28T04:00:00,911,,16502.737,8406.72
2023-12-28T03:00:00,2023-12-28T04:00:00,950,,62.9,
2023-12-28T03:00:00,2023-12-28T04:00:00,951,,10500.0,
2023-12-28T03:00:00,2023-12-28T04:00:00,952,,46285.8,
2023-12-28T03:00:00,2023-12-28T04:00:00,953,,18650.0,
2023-12-28T03:00:00,2023-12-28T04:00:00,954,,16303.0,
2023-12-28T03:00:00,2023-12-28T04:00:00,960,,107.8,
2023-12-28T03:00:00,2023-12-28T04:00:00,962,,11423.008,
2023-12-28T03:00:00,2023-12-28T04:00:00,990,,0.0,
2023-12-28T02:00:00,2023-12-28T03:00:00,003,,105463.764,1933.873
2023-12-28T02:00:00,2023-12-28T03:00:00,007,,89063.266,0.0
2023-12-28T02:00:00,2023-12-28T03:00:00,016,,447.037,44.18
2023-12-28T02:00:00,2023-12-28T03:00:00,031,,62611.887,111153.786
2023-12-28T02:00:00,2023-12-28T03:00:00,042,,9500.989,18232.66
2023-12-28T02:00:00,2023-12-28T03:00:00,051,,10632.725,31766.69
2023-12-28T02:00:00,2023-12-28T03:00:00,084,,1664.47,1710.83
2023-12-28T02:00:00,2023-12-28T03:00:00,085,,1884.09,248.8
2023-12-28T02:00:00,2023-12-28T03:00:00,131,,279426.747,439494.521
2023-12-28T02:00:00,2023-12-28T03:00:00,141,,1692.036,744.55
2023-12-28T02:00:00,2023-12-28T03:00:00,151,,80503.113,354679.298
2023-12-28T02:00:00,2023-12-28T03:00:00,154,,9576.62,57234.575
2023-12-28T02:00:00,2023-12-28T03:00:00,233,,61287.192,47802.093
2023-12-28T02:00:00,2023-12-28T03:00:00,244,,71601.502,111179.793
2023-12-28T02:00:00,2023-12-28T03:00:00,245,,34806.46,52364.48
2023-12-28T02:00:00,2023-12-28T03:00:00,312,,3357.017,
2023-12-28T02:00:00,2023-12-28T03:00:00,331,,20010.561,29511.91
2023-12-28T02:00:00,2023-12-28T03:00:00,341,,1734.0,14396.01
2023-12-28T02:00:00,2023-12-28T03:00:00,342,,4338.18,1727.66
2023-12-28T02:00:00,2023-12-28T03:00:00,344,,207303.802,451851.443
2023-12-28T02:00:00,2023-12-28T03:00:00,347,,23311.489,34433.223
2023-12-28T02:00:00,2023-12-28T03:00:00,348,,37538.364,107880.04
2023-12-28T02:00:00,2023-12-28T03:00:00,351,,6964.38,65575.8
2023-12-28T02:00:00,2023-12-28T03:00:00,357,,2065.37,4150.64
2023-12-28T02:00:00,2023-12-28T03:00:00,370,,992.309,262.589
2023-12-28T02:00:00,2023-12-28T03:00:00,371,,1224.135,226.05
2023-12-28T02:00:00,2023-12-28T03:00:00,381,,574.56,1062.96
2023-12-28T02:00:00,2023-12-28T03:00:00,384,,886.71,2990.47
2023-12-28T02:00:00,2023-12-28T03:00:00,385,,1148.99,13421.01
2023-12-28T02:00:00,2023-12-28T03:00:00,396,,1208.031,400.48
2023-12-28T02:00:00,2023-12-28T03:00:00,398,,1169.239,1322.951
2023-12-28T02:00:00,2023-12-28T03:00:00,531,,8158.117,12812.84
2023-12-28T02:00:00,2023-12-28T03:00:00,532,,6838.16,9804.5
2023-12-28T02:00:00,2023-12-28T03:00:00,533,,16126.105,24881.095
2023-12-28T02:00:00,2023-12-28T03:00:00,543,,93623.992,299586.42
2023-12-28T02:00:00,2023-12-28T03:00:00,584,,3529.6,4821.21
2023-12-28T02:00:00,2023-12-28T03:00:00,740,,252691.16,186734.825
2023-12-28T02:00:00,2023-12-28T03:00:00,757,,6744.84,2743.64
2023-12-28T02:00:00,2023-12-28T03:00:00,791,,458249.409,508441.074
2023-12-28T02:00:00,2023-12-28T03:00:00,853,,3140.479,11794.727
2023-12-28T02:00:00,2023-12-28T03:00:00,854,,5883.241,3370.74
2023-12-28T02:00:00,2023-12-28T03:00:00,860,,8010.645,6723.476
2023-12-28T02:00:00,2023-12-28T03:00:00,911,,16871.738,8092.26
2023-12-28T02:00:00,2023-12-28T03:00:00,950,,72.6,
2023-12-28T02:00:00,2023-12-28T03:00:00,951,,10400.0,
2023-12-28T02:00:00,2023-12-28T03:00:00,952,,45964.7,
2023-12-28T02:00:00,2023-12-28T03:00:00,953,,18343.0,
2023-12-28T02:00:00,2023-12-28T03:00:00,954,,17338.0,
2023-12-28T02:00:00,2023-12-28T03:00:00,960,,89.4,
2023-12-28T02:00:00,2023-12-28T03:00:00,962,,11228.992,
2023-12-28T02:00:00,2023-12-28T03:00:00,990,,0.0,
2023-12-28T01:00:00,2023-12-28T02:00:00,003,,105207.321,2059.972
2023-12-28T01:00:00,2023-12-28T02:00:00,007,,89833.205,0.0
2023-12-28T01:00:00,2023-12-28T02:00:00,016,,471.69,48.31
2023-12-28T01:00:00,2023-12-28T02:00:00,031,,68330.337,111776.09
2023-12-28T01:00:00,2023-12-28T02:00:00,042,,10412.123,17766.75
2023-12-28T01:00:00,2023-12-28T02:00:00,051,,11592.76,31764.12
2023-12-28T01:00:00,2023-12-28T02:00:00,084,,1849.82,1687.86
2023-12-28T01:00:00,2023-12-28T02:00:00,085,,1964.55,246.05
2023-12-28T01:00:00,2023-12-28T02:00:00,131,,308980.007,439245.753
2023-12-28T01:00:00,2023-12-28T02:00:00,141,,1980.43,724.87
2023-12-28T01:00:00,2023-12-28T02:00:00,151,,87629.91,354011.012
2023-12-28T01:00:00,2023-12-28T02:00:00,154,,10807.996,57032.407
2023-12-28T01:00:00,2023-12-28T02:00:00,233,,70085.55,48485.837
2023-12-28T01:00:00,2023-12-28T02:00:00,244,,79551.389,110841.537
2023-12-28T01:00:00,2023-12-28T02:00:00,245,,38541.358,52657.852
2023-12-28T01:00:00,2023-12-28T02:00:00,312,,3538.34,
2023-12-28T01:00:00,2023-12-28T02:00:00,331,,21329.753,29423.06
2023-12-28T01:00:00,2023-12-28T02:00:00,341,,1921.46,13708.55
2023-12-28T01:00:00,2023-12-28T02:00:00,342,,5032.61,1761.6
2023-12-28T01:00:00,2023-12-28T02:00:00,344,,223641.039,443766.816
2023-12-28T01:00:00,2023-12-28T02:00:00,347,,25756.697,33633.456
2023-12-28T01:00:00,2023-12-28T02:00:00,348,,42245.993,107732.37
2023-12-28T01:00:00,2023-12-28T02:00:00,351,,7828.73,65901.49
2023-12-28T01:00:00,2023-12-28T02:00:00,357,,2263.05,4083.7
2023-12-28T01:00:00,2023-12-28T02:00:00,370,,1131.758,249.329
2023-12-28T01:00:00,2023-12-28T02:00:00,371,,1428.949,190.23
2023-12-28T01:00:00,2023-12-28T02:00:00,381,,624.3,1022.48
2023-12-28T01:00:00,2023-12-28T02:00:00,384,,976.6,4074.1
2023-12-28T01:00:00,2023-12-28T02:00:00,385,,1246.7,13653.31
2023-12-28T01:00:00,2023-12-28T02:00:00,396,,1349.677,401.86
2023-12-28T01:00:00,2023-12-28T02:00:00,398,,1231.818,1294.667
2023-12-28T01:00:00,2023-12-28T02:00:00,531,,9170.918,12256.021
2023-12-28T01:00:00,2023-12-28T02:00:00,532,,7287.55,9813.71
2023-12-28T01:00:00,2023-12-28T02:00:00,533,,17474.703,24844.014
2023-12-28T01:00:00,2023-12-28T02:00:00,543,,103715.064,302753.719
2023-12-28T01:00:00,2023-12-28T02:00:00,584,,3989.946,4625.89
2023-12-28T01:00:00,2023-12-28T02:00:00,740,,265111.572,192308.143
2023-12-28T01:00:00,2023-12-28T02:00:00,757,,7011.37,4065.45
2023-12-28T01:00:00,2023-12-28T02:00:00,791,,483437.945,513548.63
2023-12-28T01:00:00,2023-12-28T02:00:00,853,,3396.102,11959.109
2023-12-28T01:00:00,2023-12-28T02:00:00,854,,6252.873,3458.741
2023-12-28T01:00:00,2023-12-28T02:00:00,860,,8562.55,6913.442
2023-12-28T01:00:00,2023-12-28T02:00:00,911,,17342.07,7808.52
2023-12-28T01:00:00,2023-12-28T02:00:00,950,,62.8,
2023-12-28T01:00:00,2023-12-28T02:00:00,951,,10600.0,
2023-12-28T01:00:00,2023-12-28T02:00:00,952,,45761.6,
2023-12-28T01:00:00,2023-12-28T02:00:00,953,,18421.0,
2023-12-28T01:00:00,2023-12-28T02:00:00,954,,17277.0,
2023-12-28T01:00:00,2023-12-28T02:00:00,960,,62.8,
2023-12-28T01:00:00,2023-12-28T02:00:00,962,,11116.992,
2023-12-28T01:00:00,2023-12-28T02:00:00,990,,0.0,
2023-12-28T00:00:00,2023-12-28T01:00:00,003,,113298.222,858.976
2023-12-28T00:00:00,2023-12-28T01:00:00,007,,88709.978,0.0
2023-12-28T00:00:00,2023-12-28T01:00:00,016,,498.23,46.77
2023-12-28T00:00:00,2023-12-28T01:00:00,031,,71501.927,112424.958
2023-12-28T00:00:00,2023-12-28T01:00:00,042,,11192.792,18021.84
2023-12-28T00:00:00,2023-12-28T01:00:00,051,,12215.975,31605.47
2023-12-28T00:00:00,2023-12-28T01:00:00,084,,1964.46,727.64
2023-12-28T00:00:00,2023-12-28T01:00:00,085,,1944.63,259.87
2023-12-28T00:00:00,2023-12-28T01:00:00,131,,332237.829,424225.267
2023-12-28T00:00:00,2023-12-28T01:00:00,141,,2197.67,768.83
2023-12-28T00:00:00,2023-12-28T01:00:00,151,,93556.977,330966.389
2023-12-28T00:00:00,2023-12-28T01:00:00,154,,11660.992,56992.023
2023-12-28T00:00:00,2023-12-28T01:00:00,233,,74840.045,48205.426
2023-12-28T00:00:00,2023-12-28T01:00:00,244,,85572.167,113606.487
2023-12-28T00:00:00,2023-12-28T01:00:00,245,,41277.539,53032.627
2023-12-28T00:00:00,2023-12-28T01:00:00,312,,3581.954,
2023-12-28T00:00:00,2023-12-28T01:00:00,331,,23215.407,29130.37
2023-12-28T00:00:00,2023-12-28T01:00:00,341,,2121.694,2198.316
2023-12-28T00:00:00,2023-12-28T01:00:00,342,,5448.79,1796.36
2023-12-28T00:00:00,2023-12-28T01:00:00,344,,238756.696,391887.321
2023-12-28T00:00:00,2023-12-28T01:00:00,347,,27211.595,34370.168
2023-12-28T00:00:00,2023-12-28T01:00:00,348,,43975.975,92253.81
2023-12-28T00:00:00,2023-12-28T01:00:00,351,,8421.69,65842.4
2023-12-28T00:00:00,2023-12-28T01:00:00,357,,2430.14,3957.88
2023-12-28T00:00:00,2023-12-28T01:00:00,370,,1238.951,245.213
2023-12-28T00:00:00,2023-12-28T01:00:00,371,,1569.078,198.26
2023-12-28T00:00:00,2023-12-28T01:00:00,381,,632.2,1127.53
2023-12-28T00:00:00,2023-12-28T01:00:00,384,,1045.94,4096.91
2023-12-28T00:00:00,2023-12-28T01:00:00,385,,1295.31,13704.69
2023-12-28T00:00:00,2023-12-28T01:00:00,396,,1570.071,398.33
2023-12-28T00:00:00,2023-12-28T01:00:00,398,,1338.441,1321.925
2023-12-28T00:00:00,2023-12-28T01:00:00,531,,9653.046,9862.974
2023-12-28T00:00:00,2023-12-28T01:00:00,532,,7543.6,9876.85
2023-12-28T00:00:00,2023-12-28T01:00:00,533,,18549.071,24745.678
2023-12-28T00:00:00,2023-12-28T01:00:00,543,,110427.787,299755.543
2023-12-28T00:00:00,2023-12-28T01:00:00,584,,4183.1,4598.06
2023-12-28T00:00:00,2023-12-28T01:00:00,740,,270060.439,193254.954
2023-12-28T00:00:00,2023-12-28T01:00:00,757,,7252.47,4912.72
2023-12-28T00:00:00,2023-12-28T01:00:00,791,,496929.836,512669.242
2023-12-28T00:00:00,2023-12-28T01:00:00,853,,3537.729,11620.57
2023-12-28T00:00:00,2023-12-28T01:00:00,854,,6461.046,3316.996
2023-12-28T00:00:00,2023-12-28T01:00:00,860,,8903.318,7015.747
2023-12-28T00:00:00,2023-12-28T01:00:00,911,,17727.499,7718.08
2023-12-28T00:00:00,2023-12-28T01:00:00,950,,72.5,
2023-12-28T00:00:00,2023-12-28T01:00:00,951,,9200.0,
2023-12-28T00:00:00,2023-12-28T01:00:00,952,,49993.346,
2023-12-28T00:00:00,2023-12-28T01:00:00,953,,18358.0,
2023-12-28T00:00:00,2023-12-28T01:00:00,954,,10856.0,
2023-12-28T00:00:00,2023-12-28T01:00:00,960,,194.0,
2023-12-28T00:00:00,2023-12-28T01:00:00,962,,11166.992,
2023-12-28T00:00:00,2023-12-28T01:00:00,990,,0.0,
2023-12-27T23:00:00,2023-12-28T00:00:00,003,,115992.415,0.0
2023-12-27T23:00:00,2023-12-28T00:00:00,007,,93318.316,0.0
2023-12-27T23:00:00,2023-12-28T00:00:00,016,,522.54,45.46
2023-12-27T23:00:00,2023-12-28T00:00:00,031,,72692.557,112062.916
2023-12-27T23:00:00,2023-12-28T00:00:00,042,,11467.217,17950.26
2023-12-27T23:00:00,2023-12-28T00:00:00,051,,12714.04,28413.29
2023-12-27T23:00:00,2023-12-28T00:00:00,084,,2001.37,672.62
2023-12-27T23:00:00,2023-12-28T00:00:00,085,,1949.31,249.92
2023-12-27T23:00:00,2023-12-28T00:00:00,131,,344040.847,412332.414
2023-12-27T23:00:00,2023-12-28T00:00:00,141,,2131.1,761.3
2023-12-27T23:00:00,2023-12-28T00:00:00,151,,97033.511,329611.836
2023-12-27T23:00:00,2023-12-28T00:00:00,154,,11865.727,57342.987
2023-12-27T23:00:00,2023-12-28T00:00:00,233,,74780.976,44948.161
2023-12-27T23:00:00,2023-12-28T00:00:00,244,,88221.817,115668.127
2023-12-27T23:00:00,2023-12-28T00:00:00,245,,42536.511,53449.91
2023-12-27T23:00:00,2023-12-28T00:00:00,312,,3649.351,
2023-12-27T23:00:00,2023-12-28T00:00:00,331,,24737.219,20786.33
2023-12-27T23:00:00,2023-12-28T00:00:00,341,,2203.669,2936.351
2023-12-27T23:00:00,2023-12-28T00:00:00,342,,5547.32,1853.17
2023-12-27T23:00:00,2023-12-28T00:00:00,344,,247395.783,395529.844
2023-12-27T23:00:00,2023-12-28T00:00:00,347,,30012.509,24480.417
2023-12-27T23:00:00,2023-12-28T00:00:00,348,,47268.505,89971.71
2023-12-27T23:00:00,2023-12-28T00:00:00,351,,8940.14,66119.26
2023-12-27T23:00:00,2023-12-28T00:00:00,357,,2489.57,2750.45
2023-12-27T23:00:00,2023-12-28T00:00:00,370,,1286.794,245.272
2023-12-27T23:00:00,2023-12-28T00:00:00,371,,1507.679,189.16
2023-12-27T23:00:00,2023-12-28T00:00:00,381,,665.69,1161.41
2023-12-27T23:00:00,2023-12-28T00:00:00,384,,1152.504,4061.01
2023-12-27T23:00:00,2023-12-28T00:00:00,385,,1301.43,13438.57
2023-12-27T23:00:00,2023-12-28T00:00:00,396,,1622.054,406.66
2023-12-27T23:00:00,2023-12-28T00:00:00,398,,1352.185,1368.343
2023-12-27T23:00:00,2023-12-28T00:00:00,531,,10012.505,9702.128
2023-12-27T23:00:00,2023-12-28T00:00:00,532,,7741.45,9924.47
2023-12-27T23:00:00,2023-12-28T00:00:00,533,,19259.088,24889.49
2023-12-27T23:00:00,2023-12-28T00:00:00,543,,111224.623,296614.289
2023-12-27T23:00:00,2023-12-28T00:00:00,584,,4233.104,4597.67
2023-12-27T23:00:00,2023-12-28T00:00:00,740,,292051.813,194707.473
2023-12-27T23:00:00,2023-12-28T00:00:00,757,,7898.31,4712.58
2023-12-27T23:00:00,2023-12-28T00:00:00,791,,536498.307,497192.559
2023-12-27T23:00:00,2023-12-28T00:00:00,853,,3676.334,9859.987
2023-12-27T23:00:00,2023-12-28T00:00:00,854,,7085.119,3590.511
2023-12-27T23:00:00,2023-12-28T00:00:00,860,,9723.588,7149.159
2023-12-27T23:00:00,2023-12-28T00:00:00,911,,18604.18,7789.11
2023-12-27T23:00:00,2023-12-28T00:00:00,950,,72.8,
2023-12-27T23:00:00,2023-12-28T00:00:00,951,,8800.0,
2023-12-27T23:00:00,2023-12-28T00:00:00,952,,39820.3,
2023-12-27T23:00:00,2023-12-28T00:00:00,953,,18277.0,
2023-12-27T23:00:00,2023-12-28T00:00:00,954,,2966.0,
2023-12-27T23:00:00,2023-12-28T00:00:00,960,,172.4,
2023-12-27T23:00:00,2023-12-28T00:00:00,962,,11382.0,
2023-12-27T23:00:00,2023-12-28T00:00:00,990,,0.0,
2023-12-27T22:00:00,2023-12-27T23:00:00,003,,113644.782,0.0
2023-12-27T22:00:00,2023-12-27T23:00:00,007,,87567.876,0.0
2023-12-27T22:00:00,2023-12-27T23:00:00,016,,524.34,45.66
2023-12-27T22:00:00,2023-12-27T23:00:00,031,,70868.844,100140.741
2023-12-27T22:00:00,2023-12-27T23:00:00,042,,11577.204,11687.22
2023-12-27T22:00:00,2023-12-27T23:00:00,051,,12503.25,31622.57
2023-12-27T22:00:00,2023-12-27T23:00:00,084,,2078.67,1628.33
2023-12-27T22:00:00,2023-12-27T23:00:00,085,,1947.23,259.28
2023-12-27T22:00:00,2023-12-27T23:00:00,131,,340579.802,436638.887
2023-12-27T22:00:00,2023-12-27T23:00:00,141,,1845.71,730.35
2023-12-27T22:00:00,2023-12-27T23:00:00,151,,95637.182,336887.047
2023-12-27T22:00:00,2023-12-27T23:00:00,154,,11817.091,57160.459
2023-12-27T22:00:00,2023-12-27T23:00:00,233,,68309.436,48534.769
2023-12-27T22:00:00,2023-12-27T23:00:00,244,,83296.834,118731.076
2023-12-27T22:00:00,2023-12-27T23:00:00,245,,40914.202,54174.538
2023-12-27T22:00:00,2023-12-27T23:00:00,312,,4922.625,
2023-12-27T22:00:00,2023-12-27T23:00:00,331,,24684.913,21482.44
2023-12-27T22:00:00,2023-12-27T23:00:00,341,,2220.15,13499.86
2023-12-27T22:00:00,2023-12-27T23:00:00,342,,5351.31,1883.74
2023-12-27T22:00:00,2023-12-27T23:00:00,344,,247574.252,418742.183
2023-12-27T22:00:00,2023-12-27T23:00:00,347,,30023.361,34719.68
2023-12-27T22:00:00,2023-12-27T23:00:00,348,,47492.56,108380.42
2023-12-27T22:00:00,2023-12-27T23:00:00,351,,9007.78,63021.13
2023-12-27T22:00:00,2023-12-27T23:00:00,357,,2537.06,4379.21
2023-12-27T22:00:00,2023-12-27T23:00:00,370,,1307.281,257.212
2023-12-27T22:00:00,2023-12-27T23:00:00,371,,1395.43,204.01
2023-12-27T22:00:00,2023-12-27T23:00:00,381,,728.52,1163.28
2023-12-27T22:00:00,2023-12-27T23:00:00,384,,1177.43,4037.63
2023-12-27T22:00:00,2023-12-27T23:00:00,385,,1355.81,14754.19
2023-12-27T22:00:00,2023-12-27T23:00:00,396,,1441.292,397.63
2023-12-27T22:00:00,2023-12-27T23:00:00,398,,1386.556,1369.353
2023-12-27T22:00:00,2023-12-27T23:00:00,531,,10453.769,10921.903
2023-12-27T22:00:00,2023-12-27T23:00:00,532,,8077.32,9563.41
2023-12-27T22:00:00,2023-12-27T23:00:00,533,,19731.398,28649.865
2023-12-27T22:00:00,2023-12-27T23:00:00,543,,106875.116,298537.876
2023-12-27T22:00:00,2023-12-27T23:00:00,584,,3976.45,4775.68
2023-12-27T22:00:00,2023-12-27T23:00:00,740,,284113.587,196317.165
2023-12-27T22:00:00,2023-12-27T23:00:00,757,,7937.26,4761.43
2023-12-27T22:00:00,2023-12-27T23:00:00,791,,534049.774,515783.352
2023-12-27T22:00:00,2023-12-27T23:00:00,853,,3563.822,7967.519
2023-12-27T22:00:00,2023-12-27T23:00:00,854,,7130.867,3409.964
2023-12-27T22:00:00,2023-12-27T23:00:00,860,,9950.051,7271.948
2023-12-27T22:00:00,2023-12-27T23:00:00,911,,18708.013,6960.28
2023-12-27T22:00:00,2023-12-27T23:00:00,950,,63.0,
2023-12-27T22:00:00,2023-12-27T23:00:00,951,,8100.0,
2023-12-27T22:00:00,2023-12-27T23:00:00,952,,43342.2,
2023-12-27T22:00:00,2023-12-27T23:00:00,953,,18195.0,
2023-12-27T22:00:00,2023-12-27T23:00:00,954,,4763.0,
2023-12-27T22:00:00,2023-12-27T23:00:00,960,,175.0,
2023-12-27T22:00:00,2023-12-27T23:00:00,962,,11209.984,
2023-12-27T22:00:00,2023-12-27T23:00:00,990,,0.0,
2023-12-27T21:00:00,2023-12-27T22:00:00,003,,105356.622,0.0
2023-12-27T21:00:00,2023-12-27T22:00:00,007,,86553.145,0.0
2023-12-27T21:00:00,2023-12-27T22:00:00,016,,530.679,48.06
2023-12-27T21:00:00,2023-12-27T22:00:00,031,,71568.973,91371.675
2023-12-27T21:00:00,2023-12-27T22:00:00,042,,11908.744,10575.64
2023-12-27T21:00:00,2023-12-27T22:00:00,051,,12522.035,27981.63
2023-12-27T21:00:00,2023-12-27T22:00:00,084,,2091.95,753.7
2023-12-27T21:00:00,2023-12-27T22:00:00,085,,1984.23,253.15
2023-12-27T21:00:00,2023-12-27T22:00:00,131,,338465.942,412424.847
2023-12-27T21:00:00,2023-12-27T22:00:00,141,,1905.9,815.18
2023-12-27T21:00:00,2023-12-27T22:00:00,151,,100341.417,158446.142
2023-12-27T21:00:00,2023-12-27T22:00:00,154,,12065.658,57534.761
2023-12-27T21:00:00,2023-12-27T22:00:00,233,,70675.898,43299.388
2023-12-27T21:00:00,2023-12-27T22:00:00,244,,87686.727,121421.67
2023-12-27T21:00:00,2023-12-27T22:00:00,245,,43379.686,54587.984
2023-12-27T21:00:00,2023-12-27T22:00:00,312,,4768.727,
2023-12-27T21:00:00,2023-12-27T22:00:00,331,,24709.658,15837.57
2023-12-27T21:00:00,2023-12-27T22:00:00,341,,2350.847,5419.153
2023-12-27T21:00:00,2023-12-27T22:00:00,342,,5622.71,2097.96
2023-12-27T21:00:00,2023-12-27T22:00:00,344,,255675.484,334894.833
2023-12-27T21:00:00,2023-12-27T22:00:00,347,,31597.856,26865.85
2023-12-27T21:00:00,2023-12-27T22:00:00,348,,51035.64,84465.09
2023-12-27T21:00:00,2023-12-27T22:00:00,351,,9398.62,59398.86
2023-12-27T21:00:00,2023-12-27T22:00:00,357,,2762.64,4438.39
2023-12-27T21:00:00,2023-12-27T22:00:00,370,,1366.526,258.708
2023-12-27T21:00:00,2023-12-27T22:00:00,371,,1517.952,208.66
2023-12-27T21:00:00,2023-12-27T22:00:00,381,,803.66,1166.33
2023-12-27T21:00:00,2023-12-27T22:00:00,384,,1211.71,4118.96
2023-12-27T21:00:00,2023-12-27T22:00:00,385,,1266.91,13633.1
2023-12-27T21:00:00,2023-12-27T22:00:00,396,,1472.61,428.19
2023-12-27T21:00:00,2023-12-27T22:00:00,398,,1411.045,1411.674
2023-12-27T21:00:00,2023-12-27T22:00:00,531,,10500.062,8344.797
2023-12-27T21:00:00,2023-12-27T22:00:00,532,,8535.92,2015.7
2023-12-27T21:00:00,2023-12-27T22:00:00,533,,20879.337,28829.104
2023-12-27T21:00:00,2023-12-27T22:00:00,543,,113391.023,259358.032
2023-12-27T21:00:00,2023-12-27T22:00:00,584,,4206.97,4832.05
2023-12-27T21:00:00,2023-12-27T22:00:00,740,,297221.941,197678.529
2023-12-27T21:00:00,2023-12-27T22:00:00,757,,8609.2,4597.16
2023-12-27T21:00:00,2023-12-27T22:00:00,791,,568695.947,494335.56
2023-12-27T21:00:00,2023-12-27T22:00:00,853,,4031.964,9481.222
2023-12-27T21:00:00,2023-12-27T22:00:00,854,,7613.681,3693.797
2023-12-27T21:00:00,2023-12-27T22:00:00,860,,10712.361,7353.076
2023-12-27T21:00:00,2023-12-27T22:00:00,911,,19604.505,6881.58
2023-12-27T21:00:00,2023-12-27T22:00:00,950,,72.9,
2023-12-27T21:00:00,2023-12-27T22:00:00,951,,8000.0,
2023-12-27T21:00:00,2023-12-27T22:00:00,952,,43382.2,
2023-12-27T21:00:00,2023-12-27T22:00:00,953,,18409.0,
2023-12-27T21:00:00,2023-12-27T22:00:00,954,,1475.0,
2023-12-27T21:00:00,2023-12-27T22:00:00,960,,229.2,
2023-12-27T21:00:00,2023-12-27T22:00:00,962,,11188.992,
2023-12-27T21:00:00,2023-12-27T22:00:00,990,,0.0,
2023-12-27T20:00:00,2023-12-27T21:00:00,003,,97334.54,0.0
2023-12-27T20:00:00,2023-12-27T21:00:00,007,,95719.802,0.0
2023-12-27T20:00:00,2023-12-27T21:00:00,016,,560.64,51.36
2023-12-27T20:00:00,2023-12-27T21:00:00,031,,74957.185,90640.653
2023-12-27T20:00:00,2023-12-27T21:00:00,042,,12477.515,10449.69
2023-12-27T20:00:00,2023-12-27T21:00:00,051,,13193.37,22028.49
2023-12-27T20:00:00,2023-12-27T21:00:00,084,,2316.42,751.49
2023-12-27T20:00:00,2023-12-27T21:00:00,085,,2102.69,241.23
2023-12-27T20:00:00,2023-12-27T21:00:00,131,,350929.969,404587.635
2023-12-27T20:00:00,2023-12-27T21:00:00,141,,2055.14,959.72
2023-12-27T20:00:00,2023-12-27T21:00:00,151,,106395.877,269493.295
2023-12-27T20:00:00,2023-12-27T21:00:00,154,,13144.111,56902.261
2023-12-27T20:00:00,2023-12-27T21:00:00,233,,75264.466,43268.845
2023-12-27T20:00:00,2023-12-27T21:00:00,244,,94496.787,125865.86
2023-12-27T20:00:00,2023-12-27T21:00:00,245,,46277.518,39899.426
2023-12-27T20:00:00,2023-12-27T21:00:00,312,,4594.402,
2023-12-27T20:00:00,2023-12-27T21:00:00,331,,25659.123,14996.8
2023-12-27T20:00:00,2023-12-27T21:00:00,341,,2577.384,2052.626
2023-12-27T20:00:00,2023-12-27T21:00:00,342,,6035.66,2310.61
2023-12-27T20:00:00,2023-12-27T21:00:00,344,,273039.164,301243.761
2023-12-27T20:00:00,2023-12-27T21:00:00,347,,32659.692,19887.13
2023-12-27T20:00:00,2023-12-27T21:00:00,348,,53718.993,70084.62
2023-12-27T20:00:00,2023-12-27T21:00:00,351,,10157.85,57508.96
2023-12-27T20:00:00,2023-12-27T21:00:00,357,,2974.25,4562.8
2023-12-27T20:00:00,2023-12-27T21:00:00,370,,1438.137,270.95
2023-12-27T20:00:00,2023-12-27T21:00:00,371,,1676.026,237.46
2023-12-27T20:00:00,2023-12-27T21:00:00,381,,893.44,1244.97
2023-12-27T20:00:00,2023-12-27T21:00:00,384,,1299.03,4183.16
2023-12-27T20:00:00,2023-12-27T21:00:00,385,,1418.15,12617.85
2023-12-27T20:00:00,2023-12-27T21:00:00,396,,1568.01,458.35
2023-12-27T20:00:00,2023-12-27T21:00:00,398,,1535.354,1402.792
2023-12-27T20:00:00,2023-12-27T21:00:00,531,,11022.761,7729.601
2023-12-27T20:00:00,2023-12-27T21:00:00,532,,8983.98,1909.91
